N,M,Method,Tau,Error,Computation Time
8192,8,Lanzcos,1,4.4236070041290185e-08,0.002570915222167969
8192,9,Scipy,1,0.0,0.0028502941131591797
8192,9,Arnoldi,1,4.749939671054385e-09,0.004725909233093262
8192,9,Lanzcos,1,4.749939670313467e-09,0.002736949920654297
8192,10,Scipy,1,0.0,0.0028502941131591797
8192,10,Arnoldi,1,4.6187572800464573e-10,0.005439925193786621
8192,10,Lanzcos,1,4.618757295128067e-10,0.0029710769653320313
8192,11,Scipy,1,0.0,0.0028502941131591797
8192,11,Arnoldi,1,4.1019570393237555e-11,0.0062296390533447266
8192,11,Lanzcos,1,4.101956892378774e-11,0.0032822608947753905
8192,12,Scipy,1,0.0,0.0028502941131591797
8192,12,Arnoldi,1,3.3514157531485182e-12,0.007091093063354492
8192,12,Lanzcos,1,3.3514177625900058e-12,0.0035327672958374023
8192,13,Scipy,1,0.0,0.0028502941131591797
8192,13,Arnoldi,1,2.534709160911024e-13,0.007913494110107422
8192,13,Lanzcos,1,2.5347188668391333e-13,0.0040159463882446286
8192,14,Scipy,1,0.0,0.0028502941131591797
8192,14,Arnoldi,1,1.7843236662226592e-14,0.008834600448608398
8192,14,Lanzcos,1,1.7843168933229403e-14,0.004125428199768066
8192,15,Scipy,1,0.0,0.0028502941131591797
8192,15,Arnoldi,1,1.2023149598577399e-15,0.012124752998352051
8192,15,Lanzcos,1,1.1968734805308107e-15,0.005050539970397949
8192,16,Scipy,1,0.0,0.0028502941131591797
8192,16,Arnoldi,1,3.338669573234674e-16,0.010345792770385743
8192,16,Lanzcos,1,3.691217846822034e-16,0.00453948974609375
8192,17,Scipy,1,0.0,0.0028502941131591797
8192,17,Arnoldi,1,2.706814896648922e-16,0.011345911026000976
8192,17,Lanzcos,1,2.9252120206083083e-16,0.004619765281677246
8192,18,Scipy,1,0.0,0.0028502941131591797
8192,18,Arnoldi,1,2.7910657610800453e-16,0.012480545043945312
8192,18,Lanzcos,1,2.9247779911838717e-16,0.004952740669250488
8192,19,Scipy,1,0.0,0.0028502941131591797
8192,19,Arnoldi,1,2.790846747592651e-16,0.013546514511108398
8192,19,Lanzcos,1,2.87172062703168e-16,0.0053463935852050785
8192,20,Scipy,1,0.0,0.0028502941131591797
8192,20,Arnoldi,1,3.033007858692592e-16,0.01453404426574707
8192,20,Lanzcos,1,2.462944635922981e-16,0.005541467666625976
8192,21,Scipy,1,0.0,0.0028502941131591797
8192,21,Arnoldi,1,3.033116375566141e-16,0.015217900276184082
8192,21,Lanzcos,1,2.92545633476932e-16,0.005835914611816406
8192,22,Scipy,1,0.0,0.0028502941131591797
8192,22,Arnoldi,1,3.2709917757468736e-16,0.01683089733123779
8192,22,Lanzcos,1,2.4629599085775303e-16,0.005998420715332031
8192,23,Scipy,1,0.0,0.0028502941131591797
8192,23,Arnoldi,1,3.270980275905869e-16,0.017871952056884764
8192,23,Lanzcos,1,3.6246822873183507e-16,0.006485629081726074
8192,24,Scipy,1,0.0,0.0028502941131591797
8192,24,Arnoldi,1,2.7068531123291956e-16,0.019490933418273924
8192,24,Lanzcos,1,2.463040088460217e-16,0.006815075874328613
8192,25,Scipy,1,0.0,0.0028502941131591797
8192,25,Arnoldi,1,2.706912171864777e-16,0.026115965843200684
8192,25,Lanzcos,1,2.925803482956461e-16,0.007338905334472656
8192,26,Scipy,1,0.0,0.0028502941131591797
8192,26,Arnoldi,1,3.0330791702182986e-16,0.022548103332519533
8192,26,Lanzcos,1,2.9254177602056394e-16,0.007337355613708496
8192,27,Scipy,1,0.0,0.0028502941131591797
8192,27,Arnoldi,1,2.706912171864777e-16,0.027758002281188965
8192,27,Lanzcos,1,2.4630668145077605e-16,0.0075016975402832035
8192,28,Scipy,1,0.0,0.0028502941131591797
8192,28,Arnoldi,1,3.271052149248856e-16,0.02943575382232666
8192,28,Lanzcos,1,2.872005509718875e-16,0.007886528968811035
8192,29,Scipy,1,0.0,0.0028502941131591797
8192,29,Arnoldi,1,3.2710751483850795e-16,0.030425643920898436
8192,29,Lanzcos,1,2.4451333533653816e-16,0.008117032051086426
8192,30,Scipy,1,0.0,0.0028502941131591797
8192,30,Arnoldi,1,3.2710837730194725e-16,0.03214869499206543
8192,30,Lanzcos,1,2.8719662172351916e-16,0.009272193908691407
8192,31,Scipy,1,0.0,0.0028502941131591797
8192,31,Arnoldi,1,2.706912171864777e-16,0.04759521484375
8192,31,Lanzcos,1,2.4629904536025187e-16,0.01011984348297119
8192,32,Scipy,1,0.0,0.0028502941131591797
8192,32,Arnoldi,1,3.2708911507672073e-16,0.03256094455718994
8192,32,Lanzcos,1,2.463040088460217e-16,0.008854961395263672
8192,33,Scipy,1,0.0,0.0028502941131591797
8192,33,Arnoldi,1,3.271236137811028e-16,0.03422045707702637
8192,33,Lanzcos,1,2.871917100874609e-16,0.00880448818206787
8192,34,Scipy,1,0.0,0.0028502941131591797
8192,34,Arnoldi,1,2.7070198653478123e-16,0.033695530891418454
8192,34,Lanzcos,1,2.463188987032264e-16,0.009026765823364258
8192,35,Scipy,1,0.0,0.0028502941131591797
8192,35,Arnoldi,1,4.026840716987538e-16,0.03547549247741699
8192,35,Lanzcos,1,3.62487945801374e-16,0.009223031997680663
8192,36,Scipy,1,0.0,0.0028502941131591797
8192,36,Arnoldi,1,2.706950386171757e-16,0.038035798072814944
8192,36,Lanzcos,1,2.445179504792069e-16,0.00947740077972412
8192,37,Scipy,1,0.0,0.0028502941131591797
8192,37,Arnoldi,1,3.271244762020971e-16,0.03899226188659668
8192,37,Lanzcos,1,2.871874532682625e-16,0.009543871879577637
8192,38,Scipy,1,0.0,0.0028502941131591797
8192,38,Arnoldi,1,3.0330698688100293e-16,0.040808892250061034
8192,38,Lanzcos,1,2.4452102719259327e-16,0.009669780731201172
8192,39,Scipy,1,0.0,0.0028502941131591797
8192,39,Arnoldi,1,4.549055986183849e-16,0.04171187877655029
8192,39,Lanzcos,1,4.603566854488302e-16,0.00965263843536377
8192,40,Scipy,1,0.0,0.0028502941131591797
8192,40,Arnoldi,1,2.7069399641415366e-16,0.04291360378265381
8192,40,Lanzcos,1,2.871913826420703e-16,0.009695005416870118
8192,41,Scipy,1,0.0,0.0028502941131591797
8192,41,Arnoldi,1,3.0332155875959603e-16,0.04703001976013184
8192,41,Lanzcos,1,2.925404901904714e-16,0.01059553623199463
8192,42,Scipy,1,0.0,0.0028502941131591797
8192,42,Arnoldi,1,4.897877764189e-16,0.04735839366912842
8192,42,Lanzcos,1,2.8718614346504593e-16,0.010174989700317383
8192,43,Scipy,1,0.0,0.0028502941131591797
8192,43,Arnoldi,1,3.0331442792775296e-16,0.0498002290725708
8192,43,Lanzcos,1,2.9254852653582887e-16,0.010002779960632324
8192,44,Scipy,1,0.0,0.0028502941131591797
8192,44,Arnoldi,1,2.791133146387968e-16,0.05324289798736572
8192,44,Lanzcos,1,4.510983629224318e-16,0.010818910598754884
8192,45,Scipy,1,0.0,0.0028502941131591797
8192,45,Arnoldi,1,3.708156563895269e-16,0.05287013053894043
8192,45,Lanzcos,1,2.445225655347691e-16,0.010484814643859863
8192,46,Scipy,1,0.0,0.0028502941131591797
8192,46,Arnoldi,1,2.706950386171757e-16,0.0549351692199707
8192,46,Lanzcos,1,2.463036270429752e-16,0.011948394775390624
8192,47,Scipy,1,0.0,0.0028502941131591797
8192,47,Arnoldi,1,4.026840716987538e-16,0.08223938941955566
8192,47,Lanzcos,1,3.6248197890666074e-16,0.013609051704406738
8192,48,Scipy,1,0.0,0.0028502941131591797
8192,48,Arnoldi,1,3.0331039738342354e-16,0.05765812397003174
8192,48,Lanzcos,1,2.9261987960086683e-16,0.011426901817321778
8192,49,Scipy,1,0.0,0.0028502941131591797
8192,49,Arnoldi,1,2.790968049493678e-16,0.05977966785430908
8192,49,Lanzcos,1,2.445179504792069e-16,0.011052560806274415
8192,50,Scipy,1,0.0,0.0028502941131591797
8192,50,Arnoldi,1,4.0268710760109614e-16,0.062074136734008786
8192,50,Lanzcos,1,3.624827572028457e-16,0.011617636680603028
8192,51,Scipy,1,0.0,0.0028502941131591797
8192,51,Arnoldi,1,4.0269247875686456e-16,0.06482136249542236
8192,51,Lanzcos,1,2.8715765376699e-16,0.011645030975341798
8192,52,Scipy,1,0.0,0.0028502941131591797
8192,52,Arnoldi,1,3.7081134513248294e-16,0.06630089282989501
8192,52,Lanzcos,1,3.6973958388747907e-16,0.012156057357788085
8192,53,Scipy,1,0.0,0.0028502941131591797
8192,53,Arnoldi,1,2.706814896648922e-16,0.06869728565216064
8192,53,Lanzcos,1,2.445102585263638e-16,0.011331701278686523
8192,54,Scipy,1,0.0,0.0028502941131591797
8192,54,Arnoldi,1,2.791153361663109e-16,0.07168571949005127
8192,54,Lanzcos,1,2.925829195998472e-16,0.012231850624084472
8192,55,Scipy,1,0.0,0.0028502941131591797
8192,55,Arnoldi,1,3.2711556440884375e-16,0.07180256843566894
8192,55,Lanzcos,1,2.8718647091641003e-16,0.012699627876281738
8192,56,Scipy,1,0.0,0.0028502941131591797
8192,56,Arnoldi,1,2.791133146387968e-16,0.07445106506347657
8192,56,Lanzcos,1,2.445152583232363e-16,0.012016558647155761
8192,57,Scipy,1,0.0,0.0028502941131591797
8192,57,Arnoldi,1,3.0331070742719653e-16,0.07622926235198975
8192,57,Lanzcos,1,2.9255591977858805e-16,0.024386024475097655
8192,58,Scipy,1,0.0,0.0028502941131591797
8192,58,Arnoldi,1,4.0268710760109614e-16,0.07984864711761475
8192,58,Lanzcos,1,2.871913826420703e-16,0.014878535270690918
8192,59,Scipy,1,0.0,0.0028502941131591797
8192,59,Arnoldi,1,2.7910657610800453e-16,0.08158104419708252
8192,59,Lanzcos,1,2.445102585263638e-16,0.015057015419006347
8192,60,Scipy,1,0.0,0.0028502941131591797
8192,60,Arnoldi,1,2.7068704829146006e-16,0.08467230796813965
8192,60,Lanzcos,1,2.445225655347691e-16,0.014952898025512695
8192,61,Scipy,1,0.0,0.0028502941131591797
8192,61,Arnoldi,1,2.7068670088064366e-16,0.08628425598144532
8192,61,Lanzcos,1,2.4631011761427763e-16,0.0158111572265625
8192,62,Scipy,1,0.0,0.0028502941131591797
8192,62,Arnoldi,1,2.79091750767563e-16,0.09093992710113526
8192,62,Lanzcos,1,2.4628224512770235e-16,0.018335437774658202
8192,63,Scipy,1,0.0,0.0028502941131591797
8192,63,Arnoldi,1,2.7068704829146006e-16,0.162496018409729
8192,63,Lanzcos,1,2.463051542516103e-16,0.020266461372375488
16384,1,Scipy,1,0.0,0.00559687614440918
16384,1,Arnoldi,1,0.003363397889705507,0.0013828516006469727
16384,1,Lanzcos,1,0.003363397889705508,0.0010939598083496093
16384,2,Scipy,1,0.0,0.00559687614440918
16384,2,Arnoldi,1,0.0011911161506527837,0.0024024486541748048
16384,2,Lanzcos,1,0.0011911161506527816,0.0017567157745361328
16384,3,Scipy,1,0.0,0.00559687614440918
16384,3,Arnoldi,1,0.00031774699801079834,0.003128528594970703
16384,3,Lanzcos,1,0.000317746998010798,0.0021461009979248046
16384,4,Scipy,1,0.0,0.00559687614440918
16384,4,Arnoldi,1,6.875031835898273e-05,0.003916692733764648
16384,4,Lanzcos,1,6.875031835898135e-05,0.0025894880294799806
16384,5,Scipy,1,0.0,0.00559687614440918
16384,5,Arnoldi,1,1.2450234789872705e-05,0.004868865013122559
16384,5,Lanzcos,1,1.2450234789873126e-05,0.003300046920776367
16384,6,Scipy,1,0.0,0.00559687614440918
16384,6,Arnoldi,1,1.930751779378119e-06,0.005971097946166992
16384,6,Lanzcos,1,1.9307517793772955e-06,0.0038772344589233397
16384,7,Scipy,1,0.0,0.00559687614440918
16384,7,Arnoldi,1,2.6118431916843087e-07,0.007473421096801758
16384,7,Lanzcos,1,2.611843191671518e-07,0.004661369323730469
16384,8,Scipy,1,0.0,0.00559687614440918
16384,8,Arnoldi,1,3.128589002980775e-08,0.008795714378356934
16384,8,Lanzcos,1,3.1285890030955485e-08,0.005271100997924804
16384,9,Scipy,1,0.0,0.00559687614440918
16384,9,Arnoldi,1,3.359385707420227e-09,0.010453152656555175
16384,9,Lanzcos,1,3.3593857067541532e-09,0.005902934074401856
16384,10,Scipy,1,0.0,0.00559687614440918
16384,10,Arnoldi,1,3.266606007302611e-10,0.01244525909423828
16384,10,Lanzcos,1,3.266606006151887e-10,0.006729626655578613
16384,11,Scipy,1,0.0,0.00559687614440918
16384,11,Arnoldi,1,2.901099413866707e-11,0.014032602310180664
16384,11,Lanzcos,1,2.9010994617040458e-11,0.007434988021850586
16384,12,Scipy,1,0.0,0.00559687614440918
16384,12,Arnoldi,1,2.370277623324231e-12,0.01610558032989502
16384,12,Lanzcos,1,2.3702778268139508e-12,0.008249735832214356
16384,13,Scipy,1,0.0,0.00559687614440918
16384,13,Arnoldi,1,1.792701226883621e-13,0.018500638008117676
16384,13,Lanzcos,1,1.7926925171182084e-13,0.008991456031799317
16384,14,Scipy,1,0.0,0.00559687614440918
16384,14,Arnoldi,1,1.2632957915013231e-14,0.02061002254486084
16384,14,Lanzcos,1,1.2627178199586926e-14,0.00994887351989746
16384,15,Scipy,1,0.0,0.00559687614440918
16384,15,Arnoldi,1,9.316796500330007e-16,0.023008251190185548
16384,15,Lanzcos,1,8.921313024218836e-16,0.010928988456726074
16384,16,Scipy,1,0.0,0.00559687614440918
16384,16,Arnoldi,1,5.070545458734661e-16,0.024933695793151855
16384,16,Lanzcos,1,3.9885273738342427e-16,0.011238813400268555
16384,17,Scipy,1,0.0,0.00559687614440918
16384,17,Arnoldi,1,3.3001917354719115e-16,0.029496264457702637
16384,17,Lanzcos,1,3.2954267514107376e-16,0.01215972900390625
16384,18,Scipy,1,0.0,0.00559687614440918
16384,18,Arnoldi,1,3.6331017852975896e-16,0.03195750713348389
16384,18,Lanzcos,1,2.88422884628082e-16,0.012706518173217773
16384,19,Scipy,1,0.0,0.00559687614440918
16384,19,Arnoldi,1,3.293582785403067e-16,0.03534300327301025
16384,19,Lanzcos,1,2.8842549299594335e-16,0.01338191032409668
16384,20,Scipy,1,0.0,0.00559687614440918
16384,20,Arnoldi,1,3.633083666386619e-16,0.03745326995849609
16384,20,Lanzcos,1,3.273253583495975e-16,0.014388608932495116
16384,21,Scipy,1,0.0,0.00559687614440918
16384,21,Arnoldi,1,3.633083666386619e-16,0.04498867988586426
16384,21,Lanzcos,1,2.8798793541056635e-16,0.01517488956451416
16384,22,Scipy,1,0.0,0.00559687614440918
16384,22,Arnoldi,1,5.042949601011799e-16,0.04852933883666992
16384,22,Lanzcos,1,2.884196241350831e-16,0.01601243019104004
16384,23,Scipy,1,0.0,0.00559687614440918
16384,23,Arnoldi,1,4.257931247818637e-16,0.04807591438293457
16384,23,Lanzcos,1,3.2732449645787894e-16,0.016765737533569337
16384,24,Scipy,1,0.0,0.00559687614440918
16384,24,Arnoldi,1,3.2935285354799614e-16,0.055517268180847165
16384,24,Lanzcos,1,2.879974049116212e-16,0.017818117141723634
16384,25,Scipy,1,0.0,0.00559687614440918
16384,25,Arnoldi,1,3.656066052178163e-16,0.05950593948364258
16384,25,Lanzcos,1,3.9704448727397313e-16,0.01913728713989258
16384,26,Scipy,1,0.0,0.00559687614440918
16384,26,Arnoldi,1,3.6330940200610956e-16,0.06515510082244873
16384,26,Lanzcos,1,2.884196241350831e-16,0.020279598236083985
16384,27,Scipy,1,0.0,0.00559687614440918
16384,27,Arnoldi,1,3.293559943439093e-16,0.06695833206176757
16384,27,Lanzcos,1,3.2732449645787894e-16,0.019800853729248048
16384,28,Scipy,1,0.0,0.00559687614440918
16384,28,Arnoldi,1,5.941166741293115e-16,0.07186644077301026
16384,28,Lanzcos,1,3.273279440111363e-16,0.02082858085632324
16384,29,Scipy,1,0.0,0.00559687614440918
16384,29,Arnoldi,1,3.633130257689403e-16,0.07489514350891113
16384,29,Lanzcos,1,2.8799609879205625e-16,0.022751641273498536
16384,30,Scipy,1,0.0,0.00559687614440918
16384,30,Arnoldi,1,3.293539956590663e-16,0.08014879226684571
16384,30,Lanzcos,1,2.8798793541056635e-16,0.02283666133880615
16384,31,Scipy,1,0.0,0.00559687614440918
16384,31,Arnoldi,1,3.3002800693388307e-16,0.08260283470153809
16384,31,Lanzcos,1,3.9704448727397313e-16,0.024110031127929688
16384,32,Scipy,1,0.0,0.00559687614440918
16384,32,Arnoldi,1,5.0429272236896e-16,0.09001939296722412
16384,32,Lanzcos,1,3.2732449645787894e-16,0.024719715118408203
16384,33,Scipy,1,0.0,0.00559687614440918
16384,33,Arnoldi,1,3.633083666386619e-16,0.094734525680542
16384,33,Lanzcos,1,2.8798793541056635e-16,0.025509238243103027
16384,34,Scipy,1,0.0,0.00559687614440918
16384,34,Arnoldi,1,5.042891792726375e-16,0.09925217628479004
16384,34,Lanzcos,1,3.950994569967699e-16,0.02585132122039795
16384,35,Scipy,1,0.0,0.00559687614440918
16384,35,Arnoldi,1,3.6561509321835795e-16,0.1023097276687622
16384,35,Lanzcos,1,4.81797585254891e-16,0.026361513137817382
16384,36,Scipy,1,0.0,0.00559687614440918
16384,36,Arnoldi,1,3.293525680196097e-16,0.10869102478027344
16384,36,Lanzcos,1,2.884186459799959e-16,0.027550411224365235
16384,37,Scipy,1,0.0,0.00559687614440918
16384,37,Arnoldi,1,5.042962654403892e-16,0.11018776893615723
16384,37,Lanzcos,1,3.951011230973854e-16,0.0280195951461792
16384,38,Scipy,1,0.0,0.00559687614440918
16384,38,Arnoldi,1,5.0429272236896e-16,0.11917493343353272
16384,38,Lanzcos,1,3.9510255117803526e-16,0.02909998893737793
16384,39,Scipy,1,0.0,0.00559687614440918
16384,39,Arnoldi,1,3.6330940200610956e-16,0.1200138807296753
16384,39,Lanzcos,1,2.879889150285631e-16,0.029514384269714356
16384,40,Scipy,1,0.0,0.00559687614440918
16384,40,Arnoldi,1,3.63307072425203e-16,0.12775194644927979
16384,40,Lanzcos,1,2.8798793541056635e-16,0.030191898345947266
16384,41,Scipy,1,0.0,0.00559687614440918
16384,41,Arnoldi,1,3.633083666386619e-16,0.13282351493835448
16384,41,Lanzcos,1,3.273210488683098e-16,0.03093419075012207
16384,42,Scipy,1,0.0,0.00559687614440918
16384,42,Arnoldi,1,3.633130257689403e-16,0.1312643051147461
16384,42,Lanzcos,1,2.8799871102526293e-16,0.0311786413192749
16384,43,Scipy,1,0.0,0.00559687614440918
16384,43,Arnoldi,1,3.300357003361102e-16,0.13411026000976561
16384,43,Lanzcos,1,3.2957035426667247e-16,0.03115518093109131
16384,44,Scipy,1,0.0,0.00559687614440918
16384,44,Arnoldi,1,5.042949601011799e-16,0.1401219367980957
16384,44,Lanzcos,1,3.951042172656032e-16,0.03217720985412598
16384,45,Scipy,1,0.0,0.00559687614440918
16384,45,Arnoldi,1,5.941147747105107e-16,0.14518167972564697
16384,45,Lanzcos,1,3.9509779088912843e-16,0.03368680477142334
16384,46,Scipy,1,0.0,0.00559687614440918
16384,46,Arnoldi,1,3.633083666386619e-16,0.15110645294189454
16384,46,Lanzcos,1,2.8841995018604157e-16,0.03344118595123291
16384,47,Scipy,1,0.0,0.00559687614440918
16384,47,Arnoldi,1,3.293502837836072e-16,0.1549146890640259
16384,47,Lanzcos,1,2.8841766782159136e-16,0.033863186836242676
16384,48,Scipy,1,0.0,0.00559687614440918
16384,48,Arnoldi,1,3.3003256600870366e-16,0.16128838062286377
16384,48,Lanzcos,1,3.295680715401463e-16,0.03392159938812256
16384,49,Scipy,1,0.0,0.00559687614440918
16384,49,Arnoldi,1,3.293562798693253e-16,0.16518087387084962
16384,49,Lanzcos,1,2.8798793541056635e-16,0.03515911102294922
16384,50,Scipy,1,0.0,0.00559687614440918
16384,50,Arnoldi,1,3.293525680196097e-16,0.1683342695236206
16384,50,Lanzcos,1,2.8798597616457603e-16,0.035401344299316406
16384,51,Scipy,1,0.0,0.00559687614440918
16384,51,Arnoldi,1,3.293525680196097e-16,0.167486310005188
16384,51,Lanzcos,1,2.884186459799959e-16,0.035316181182861325
16384,52,Scipy,1,0.0,0.00559687614440918
16384,52,Arnoldi,1,4.25792020493601e-16,0.17868189811706542
16384,52,Lanzcos,1,3.950994569967699e-16,0.03762218952178955
16384,53,Scipy,1,0.0,0.00559687614440918
16384,53,Arnoldi,1,5.042929088470242e-16,0.17815663814544677
16384,53,Lanzcos,1,2.879889150285631e-16,0.03724095821380615
16384,54,Scipy,1,0.0,0.00559687614440918
16384,54,Arnoldi,1,3.6330940200610956e-16,0.18444924354553222
16384,54,Lanzcos,1,2.8799609879205625e-16,0.03666675090789795
16384,55,Scipy,1,0.0,0.00559687614440918
16384,55,Arnoldi,1,3.2935285354799614e-16,0.18765876293182374
16384,55,Lanzcos,1,3.295600818727888e-16,0.037229299545288086
16384,56,Scipy,1,0.0,0.00559687614440918
16384,56,Arnoldi,1,3.63307072425203e-16,0.19706430435180664
16384,56,Lanzcos,1,2.8799185386255993e-16,0.040712285041809085
16384,57,Scipy,1,0.0,0.00559687614440918
16384,57,Arnoldi,1,3.3002800693388307e-16,0.19961900711059571
16384,57,Lanzcos,1,2.884186459799959e-16,0.040496444702148436
16384,58,Scipy,1,0.0,0.00559687614440918
16384,58,Arnoldi,1,5.941165158446432e-16,0.20412540435791016
16384,58,Lanzcos,1,4.80112536294338e-16,0.0405022144317627
16384,59,Scipy,1,0.0,0.00559687614440918
16384,59,Arnoldi,1,3.6330293091115246e-16,0.2082280158996582
16384,59,Lanzcos,1,2.8798662924805383e-16,0.04074935913085938
16384,60,Scipy,1,0.0,0.00559687614440918
16384,60,Arnoldi,1,3.633073312682637e-16,0.21923422813415527
16384,60,Lanzcos,1,2.879889150285631e-16,0.04302248954772949
16384,61,Scipy,1,0.0,0.00559687614440918
16384,61,Arnoldi,1,5.042912305419637e-16,0.22334508895874022
16384,61,Lanzcos,1,3.2732449645787894e-16,0.04377622604370117
16384,62,Scipy,1,0.0,0.00559687614440918
16384,62,Arnoldi,1,3.6330759011113977e-16,0.2281280517578125
16384,62,Lanzcos,1,2.879889150285631e-16,0.04642322063446045
16384,63,Scipy,1,0.0,0.00559687614440918
16384,63,Arnoldi,1,4.2839614399054876e-16,0.25043795108795164
16384,63,Lanzcos,1,3.2957035426667247e-16,0.04801511764526367
32768,1,Scipy,1,0.0,0.009540557861328125
32768,1,Arnoldi,1,0.0023785275133912927,0.0020034074783325194
32768,1,Lanzcos,1,0.0023785275133912927,0.0014553546905517578
32768,2,Scipy,1,0.0,0.009540557861328125
32768,2,Arnoldi,1,0.0008423342742001395,0.003514385223388672
32768,2,Lanzcos,1,0.0008423342742001391,0.0023604631423950195
32768,3,Scipy,1,0.0,0.009540557861328125
32768,3,Arnoldi,1,0.00022470419857231234,0.0050329923629760746
32768,3,Lanzcos,1,0.00022470419857231278,0.0033542156219482423
32768,4,Scipy,1,0.0,0.009540557861328125
32768,4,Arnoldi,1,4.8618772247951846e-05,0.006731104850769043
32768,4,Lanzcos,1,4.86187722479519e-05,0.004477810859680176
32768,5,Scipy,1,0.0,0.009540557861328125
32768,5,Arnoldi,1,8.80453641311371e-06,0.008800625801086426
32768,5,Lanzcos,1,8.804536413113468e-06,0.005538582801818848
32768,6,Scipy,1,0.0,0.009540557861328125
32768,6,Arnoldi,1,1.365385106598146e-06,0.011013078689575195
32768,6,Lanzcos,1,1.3653851065980197e-06,0.006780457496643066
32768,7,Scipy,1,0.0,0.009540557861328125
32768,7,Arnoldi,1,1.8470371899639653e-07,0.013836383819580078
32768,7,Lanzcos,1,1.8470371899651507e-07,0.008431005477905273
32768,8,Scipy,1,0.0,0.009540557861328125
32768,8,Arnoldi,1,2.2124675922582317e-08,0.01649973392486572
32768,8,Lanzcos,1,2.2124675922184463e-08,0.009654688835144042
32768,9,Scipy,1,0.0,0.009540557861328125
32768,9,Arnoldi,1,2.3756812249279296e-09,0.01984555721282959
32768,9,Lanzcos,1,2.375681224269729e-09,0.011181235313415527
32768,10,Scipy,1,0.0,0.009540557861328125
32768,10,Arnoldi,1,2.3100690925795597e-10,0.024667906761169433
32768,10,Lanzcos,1,2.3100690914215782e-10,0.012642312049865722
32768,11,Scipy,1,0.0,0.009540557861328125
32768,11,Arnoldi,1,2.0515906918894288e-11,0.02744584083557129
32768,11,Lanzcos,1,2.0515907017165746e-11,0.014474773406982422
32768,12,Scipy,1,0.0,0.009540557861328125
32768,12,Arnoldi,1,1.6762061940582078e-12,0.03036808967590332
32768,12,Lanzcos,1,1.676206353506596e-12,0.015959763526916505
32768,13,Scipy,1,0.0,0.009540557861328125
32768,13,Arnoldi,1,1.267742893419094e-13,0.03524644374847412
32768,13,Lanzcos,1,1.2677422465674894e-13,0.017748022079467775
32768,14,Scipy,1,0.0,0.009540557861328125
32768,14,Arnoldi,1,8.943398215058635e-15,0.03938300609588623
32768,14,Lanzcos,1,8.932355096803766e-15,0.019988155364990233
32768,15,Scipy,1,0.0,0.009540557861328125
32768,15,Arnoldi,1,6.751797626380747e-16,0.04464156627655029
32768,15,Lanzcos,1,7.34839216229252e-16,0.021509742736816405
32768,16,Scipy,1,0.0,0.009540557861328125
32768,16,Arnoldi,1,2.7929249987745454e-16,0.048537802696228025
32768,16,Lanzcos,1,2.467194416930056e-16,0.022597789764404297
32768,17,Scipy,1,0.0,0.009540557861328125
32768,17,Arnoldi,1,3.330929526323289e-16,0.05737106800079346
32768,17,Lanzcos,1,3.549934217600354e-16,0.02430300712585449
32768,18,Scipy,1,0.0,0.009540557861328125
32768,18,Arnoldi,1,2.8637759159375494e-16,0.06365547180175782
32768,18,Lanzcos,1,4.4209170188122366e-16,0.02591698169708252
32768,19,Scipy,1,0.0,0.009540557861328125
32768,19,Arnoldi,1,3.765600065214611e-16,0.0689324140548706
32768,19,Lanzcos,1,2.442162445358309e-16,0.02814948558807373
32768,20,Scipy,1,0.0,0.009540557861328125
32768,20,Arnoldi,1,3.118682625408637e-16,0.07634737491607665
32768,20,Lanzcos,1,2.5252351079426127e-16,0.030335307121276855
32768,21,Scipy,1,0.0,0.009540557861328125
32768,21,Arnoldi,1,2.769945376558277e-16,0.07911443710327148
32768,21,Lanzcos,1,3.816636200826269e-16,0.032024693489074704
32768,22,Scipy,1,0.0,0.009540557861328125
32768,22,Arnoldi,1,3.118660010117102e-16,0.08929250240325928
32768,22,Lanzcos,1,3.549781893931947e-16,0.033731269836425784
32768,23,Scipy,1,0.0,0.009540557861328125
32768,23,Arnoldi,1,3.7655919488757726e-16,0.09149255752563476
32768,23,Lanzcos,1,2.5251922816738905e-16,0.03614511489868164
32768,24,Scipy,1,0.0,0.009540557861328125
32768,24,Arnoldi,1,2.7699759313580853e-16,0.11021728515625
32768,24,Lanzcos,1,2.834665189033074e-16,0.038863635063171385
32768,25,Scipy,1,0.0,0.009540557861328125
32768,25,Arnoldi,1,3.118672825469106e-16,0.11781713962554932
32768,25,Lanzcos,1,2.4419352454255005e-16,0.0388608455657959
32768,26,Scipy,1,0.0,0.009540557861328125
32768,26,Arnoldi,1,3.330931643739406e-16,0.1261918306350708
32768,26,Lanzcos,1,4.4205676205742756e-16,0.04068291187286377
32768,27,Scipy,1,0.0,0.009540557861328125
32768,27,Arnoldi,1,2.7699445278090255e-16,0.13270599842071534
32768,27,Lanzcos,1,2.834668506514567e-16,0.041658854484558104
32768,28,Scipy,1,0.0,0.009540557861328125
32768,28,Arnoldi,1,2.8637291219652676e-16,0.14490225315093994
32768,28,Lanzcos,1,4.4205612386144883e-16,0.044749116897583006
32768,29,Scipy,1,0.0,0.009540557861328125
32768,29,Arnoldi,1,4.596551799110476e-16,0.1561173677444458
32768,29,Lanzcos,1,3.035702579025103e-16,0.04720900058746338
32768,30,Scipy,1,0.0,0.009540557861328125
32768,30,Arnoldi,1,2.8637274800576186e-16,0.15564494132995604
32768,30,Lanzcos,1,3.549781893931947e-16,0.049482107162475586
